TransactionAmount,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate
195.54,1,Omaha,2,60.0,2,255.0,1.0,2794.66,2024-11-04 08:09:01
180.46,1,Fresno,0,25.0,3,34.0,1.0,831.75,2024-11-04 08:11:23
692.55,1,Charlotte,1,53.0,2,109.0,1.0,2451.56,2024-11-04 08:12:17
147.31,0,Mesa,2,34.0,0,92.0,1.0,13625.52,2024-11-04 08:07:58
107.48,1,Los Angeles,1,20.0,3,103.0,1.0,1379.39,2024-11-04 08:12:07
1831.02,0,Columbus,2,62.0,0,83.0,1.0,11498.01,2024-11-04 08:10:52
81.51,1,Washington,1,25.0,3,97.0,1.0,865.49,2024-11-04 08:07:15
365.48,0,Seattle,2,76.0,2,216.0,1.0,7147.4,2024-11-04 08:10:38
491.1,0,Houston,2,35.0,1,125.0,1.0,7833.85,2024-11-04 08:07:32
452.8,1,Los Angeles,1,80.0,2,151.0,1.0,4840.67,2024-11-04 08:07:34
88.42,1,El Paso,0,62.0,0,91.0,1.0,12381.45,2024-11-04 08:09:15
155.53,1,Baltimore,0,29.0,1,66.0,1.0,4008.05,2024-11-04 08:08:36
991.82,1,Milwaukee,2,43.0,1,300.0,1.0,3493.13,2024-11-04 08:10:11
39.24,1,Dallas,0,77.0,2,106.0,1.0,6462.41,2024-11-04 08:11:18
152.01,1,Fort Worth,0,42.0,1,111.0,3.0,4625.12,2024-11-04 08:11:14
78.77,0,Las Vegas,0,48.0,1,50.0,1.0,6470.57,2024-11-04 08:06:41
26.5,1,Indianapolis,2,48.0,1,179.0,1.0,4854.83,2024-11-04 08:07:24
83.62,1,Raleigh,0,48.0,0,146.0,1.0,12652.22,2024-11-04 08:12:06
142.78,1,San Diego,1,68.0,0,150.0,1.0,11705.88,2024-11-04 08:12:22
55.99,1,El Paso,0,35.0,0,95.0,1.0,932.61,2024-11-04 08:07:20
774.48,1,Louisville,1,61.0,0,31.0,1.0,11613.58,2024-11-04 08:08:33
105.37,1,Sacramento,0,25.0,3,160.0,1.0,1068.55,2024-11-04 08:09:44
118.83,1,Virginia Beach,2,28.0,3,295.0,1.0,1616.3,2024-11-04 08:08:28
46.22,1,San Jose,1,23.0,3,217.0,1.0,471.28,2024-11-04 08:08:59
659.71,0,San Jose,1,21.0,3,148.0,1.0,106.86,2024-11-04 08:09:32
377.97,1,Miami,2,72.0,2,160.0,1.0,2457.1,2024-11-04 08:11:04
114.1,1,Boston,1,69.0,2,148.0,1.0,5882.12,2024-11-04 08:11:19
11.3,0,Louisville,2,55.0,2,41.0,1.0,1938.99,2024-11-04 08:09:25
95.5,1,Omaha,2,57.0,2,17.0,1.0,4079.09,2024-11-04 08:08:19
130.93,0,Houston,1,28.0,1,149.0,1.0,860.12,2024-11-04 08:11:18
272.97,1,Boston,2,68.0,2,174.0,1.0,7811.31,2024-11-04 08:10:58
73.35,1,San Francisco,1,24.0,3,47.0,1.0,1181.84,2024-11-04 08:09:57
29.94,1,San Francisco,0,58.0,0,243.0,1.0,10915.54,2024-11-04 08:12:01
307.24,1,San Jose,0,19.0,3,136.0,2.0,1670.72,2024-11-04 08:09:50
820.46,0,Fort Worth,2,53.0,1,243.0,1.0,5621.86,2024-11-04 08:10:23
153.07,1,Detroit,0,56.0,1,116.0,1.0,8873.43,2024-11-04 08:12:06
52.94,1,Tucson,1,41.0,0,146.0,1.0,6990.92,2024-11-04 08:11:08
384.41,1,Jacksonville,0,60.0,1,65.0,1.0,7831.56,2024-11-04 08:10:13
235.42,1,Phoenix,1,51.0,2,175.0,1.0,6173.23,2024-11-04 08:11:06
114.23,1,Dallas,0,56.0,0,64.0,1.0,9523.72,2024-11-04 08:06:35
12.62,1,El Paso,1,33.0,0,61.0,1.0,6420.47,2024-11-04 08:09:03
997.37,1,Fort Worth,0,23.0,3,145.0,1.0,1146.09,2024-11-04 08:07:23
373.52,1,Colorado Springs,0,35.0,1,235.0,1.0,6430.41,2024-11-04 08:11:16
336.05,1,San Antonio,1,28.0,3,164.0,1.0,1635.05,2024-11-04 08:12:13
112.27,1,Seattle,1,58.0,0,102.0,1.0,7369.89,2024-11-04 08:11:23
494.96,1,Sacramento,0,40.0,1,132.0,1.0,6903.68,2024-11-04 08:08:34
561.58,1,Sacramento,2,65.0,0,23.0,1.0,11748.86,2024-11-04 08:06:32
440.94,1,San Antonio,2,42.0,0,148.0,1.0,7303.23,2024-11-04 08:11:22
71.9,1,Los Angeles,1,29.0,0,51.0,1.0,10619.35,2024-11-04 08:12:07
256.66,0,Raleigh,2,54.0,2,137.0,1.0,1794.5,2024-11-04 08:06:55
166.55,0,Houston,1,59.0,0,99.0,1.0,12970.21,2024-11-04 08:09:36
276.26,1,Louisville,1,56.0,0,143.0,1.0,120.89,2024-11-04 08:11:47
35.46,1,Indianapolis,0,67.0,0,164.0,1.0,5692.31,2024-11-04 08:10:12
38.14,1,Portland,1,50.0,1,165.0,1.0,9879.87,2024-11-04 08:07:16
506.26,0,Baltimore,0,64.0,2,86.0,1.0,6266.65,2024-11-04 08:11:53
736.32,1,Indianapolis,2,31.0,0,28.0,1.0,14268.95,2024-11-04 08:10:23
389.43,0,Austin,0,52.0,1,151.0,1.0,6449.83,2024-11-04 08:10:57
25.58,1,Omaha,0,60.0,1,166.0,1.0,6741.41,2024-11-04 08:06:29
446.1,1,Seattle,0,25.0,3,243.0,1.0,1008.44,2024-11-04 08:08:30
147.74,1,Raleigh,1,23.0,3,15.0,1.0,1711.78,2024-11-04 08:12:18
1228.81,1,San Francisco,0,26.0,3,254.0,1.0,1821.0,2024-11-04 08:09:05
46.23,1,Fresno,2,77.0,2,282.0,1.0,5107.75,2024-11-04 08:09:46
265.37,1,Washington,1,33.0,1,77.0,1.0,5229.95,2024-11-04 08:09:20
342.57,1,Boston,2,20.0,3,91.0,1.0,339.16,2024-11-04 08:09:51
417.26,0,New York,2,32.0,0,45.0,1.0,10442.48,2024-11-04 08:11:53
33.63,1,Columbus,2,63.0,2,76.0,1.0,4324.4,2024-11-04 08:10:52
64.58,1,El Paso,1,55.0,2,173.0,1.0,6292.29,2024-11-04 08:11:27
23.23,0,Miami,1,21.0,3,122.0,1.0,269.01,2024-11-04 08:09:54
285.49,0,Charlotte,1,53.0,0,109.0,1.0,6366.84,2024-11-04 08:12:14
71.87,1,Nashville,0,22.0,3,258.0,1.0,1839.1,2024-11-04 08:12:07
308.8,1,Baltimore,0,53.0,2,41.0,1.0,3966.54,2024-11-04 08:09:59
288.43,1,Phoenix,1,66.0,2,72.0,1.0,4577.09,2024-11-04 08:09:00
147.46,0,Albuquerque,2,65.0,0,205.0,1.0,7458.03,2024-11-04 08:11:31
71.34,1,Miami,2,49.0,1,144.0,3.0,6345.03,2024-11-04 08:09:43
170.36,1,Indianapolis,0,30.0,0,118.0,1.0,6034.73,2024-11-04 08:09:24
965.66,1,Raleigh,0,53.0,1,32.0,1.0,765.81,2024-11-04 08:08:58
736.53,1,Philadelphia,0,55.0,1,120.0,1.0,9826.26,2024-11-04 08:09:38
213.42,1,Columbus,0,45.0,1,17.0,1.0,3736.38,2024-11-04 08:11:26
94.09,1,Miami,1,27.0,3,203.0,1.0,646.85,2024-11-04 08:10:29
263.92,0,San Diego,1,57.0,2,233.0,1.0,4161.71,2024-11-04 08:10:43
77.5,0,Fort Worth,2,51.0,0,201.0,1.0,11079.77,2024-11-04 08:08:15
3.65,1,Miami,2,69.0,0,146.0,1.0,10017.11,2024-11-04 08:11:01
224.79,1,Boston,2,18.0,3,129.0,1.0,528.38,2024-11-04 08:10:25
64.3,1,Louisville,0,55.0,2,67.0,1.0,7530.3,2024-11-04 08:11:58
111.79,1,Jacksonville,2,62.0,0,49.0,1.0,10887.59,2024-11-04 08:11:34
927.16,1,San Francisco,0,59.0,2,153.0,1.0,7104.61,2024-11-04 08:10:20
613.7,0,Fort Worth,1,61.0,2,37.0,1.0,7307.11,2024-11-04 08:10:53
26.07,1,Baltimore,1,20.0,3,19.0,3.0,349.98,2024-11-04 08:10:16
170.45,1,San Francisco,1,60.0,1,199.0,1.0,2284.41,2024-11-04 08:09:17
344.27,1,San Antonio,1,22.0,3,123.0,1.0,1918.36,2024-11-04 08:09:37
872.72,1,Washington,2,22.0,3,288.0,1.0,503.01,2024-11-04 08:10:49
292.95,1,Memphis,1,37.0,1,56.0,1.0,1216.91,2024-11-04 08:11:13
28.44,1,Fresno,0,18.0,3,243.0,1.0,1071.04,2024-11-04 08:09:03
209.02,1,El Paso,0,21.0,3,74.0,1.0,187.9,2024-11-04 08:11:19
20.05,1,Chicago,0,72.0,2,171.0,1.0,7145.67,2024-11-04 08:08:00
175.02,1,Phoenix,2,28.0,3,71.0,1.0,1493.88,2024-11-04 08:09:21
89.5,0,Louisville,1,41.0,1,134.0,1.0,8658.95,2024-11-04 08:09:01
69.96,1,Baltimore,1,28.0,3,31.0,1.0,164.12,2024-11-04 08:08:13
376.78,0,Nashville,2,21.0,3,88.0,1.0,841.65,2024-11-04 08:07:49
148.54,0,Columbus,1,71.0,2,107.0,1.0,5677.05,2024-11-04 08:11:52
388.77,0,Jacksonville,2,26.0,3,30.0,1.0,1658.49,2024-11-04 08:11:05
100.38,1,Seattle,1,63.0,0,49.0,1.0,10171.68,2024-11-04 08:09:18
137.23,1,Fresno,1,64.0,0,63.0,1.0,13847.99,2024-11-04 08:08:41
870.3,1,San Jose,0,51.0,2,229.0,1.0,3688.98,2024-11-04 08:08:54
458.94,1,Detroit,1,52.0,1,180.0,1.0,5619.95,2024-11-04 08:08:35
327.35,0,Memphis,1,20.0,3,175.0,1.0,342.08,2024-11-04 08:11:19
757.15,1,Raleigh,2,53.0,1,38.0,1.0,4702.86,2024-11-04 08:08:06
47.23,0,Memphis,2,73.0,2,160.0,1.0,6659.81,2024-11-04 08:11:07
170.97,1,Nashville,1,26.0,3,292.0,1.0,1265.27,2024-11-04 08:07:51
262.43,0,San Diego,2,37.0,0,274.0,5.0,12841.01,2024-11-04 08:07:46
659.15,1,Boston,0,22.0,3,204.0,1.0,1241.59,2024-11-04 08:06:24
31.53,1,Kansas City,2,25.0,3,283.0,1.0,874.93,2024-11-04 08:06:33
250.01,1,Kansas City,0,62.0,2,88.0,1.0,1541.48,2024-11-04 08:12:10
554.15,1,Raleigh,0,49.0,0,108.0,1.0,14817.22,2024-11-04 08:12:11
28.38,1,Sacramento,1,55.0,0,98.0,1.0,173.7,2024-11-04 08:08:56
16.8,1,San Diego,0,49.0,0,94.0,1.0,11847.07,2024-11-04 08:09:51
896.79,1,Dallas,2,33.0,0,168.0,1.0,11146.74,2024-11-04 08:06:45
159.0,1,Las Vegas,0,49.0,1,38.0,1.0,369.79,2024-11-04 08:08:35
56.31,0,Houston,2,75.0,2,195.0,1.0,6396.08,2024-11-04 08:08:12
203.99,1,Philadelphia,2,52.0,2,215.0,1.0,4840.31,2024-11-04 08:09:52
50.99,1,Detroit,1,29.0,0,76.0,1.0,1334.6,2024-11-04 08:10:00
101.28,0,Chicago,2,32.0,1,75.0,1.0,2774.35,2024-11-04 08:06:44
299.92,1,Denver,0,27.0,3,122.0,1.0,1368.0,2024-11-04 08:08:59
18.35,1,Nashville,1,21.0,3,78.0,1.0,1293.39,2024-11-04 08:10:06
732.53,0,San Jose,0,26.0,3,116.0,1.0,441.54,2024-11-04 08:12:14
65.11,1,Nashville,0,34.0,1,150.0,1.0,8485.14,2024-11-04 08:08:55
67.07,0,Los Angeles,0,24.0,3,56.0,1.0,999.62,2024-11-04 08:10:33
137.48,1,Seattle,1,55.0,0,47.0,1.0,14273.42,2024-11-04 08:08:46
398.36,1,Columbus,0,22.0,3,56.0,1.0,1863.7,2024-11-04 08:09:08
469.46,1,New York,0,20.0,3,149.0,1.0,8640.56,2024-11-04 08:09:58
37.58,1,Indianapolis,0,57.0,0,182.0,1.0,259.44,2024-11-04 08:12:14
160.24,1,Washington,0,31.0,1,15.0,1.0,5526.97,2024-11-04 08:09:07
315.39,0,New York,1,23.0,3,93.0,1.0,929.6,2024-11-04 08:08:08
434.17,1,Atlanta,0,21.0,3,148.0,5.0,5335.44,2024-11-04 08:09:50
165.91,1,Jacksonville,0,26.0,3,84.0,1.0,587.12,2024-11-04 08:09:22
211.36,1,San Francisco,1,47.0,1,194.0,1.0,4760.34,2024-11-04 08:11:24
241.45,1,Portland,2,26.0,3,158.0,1.0,1594.04,2024-11-04 08:08:42
23.24,1,Indianapolis,1,68.0,0,129.0,1.0,13777.79,2024-11-04 08:10:55
70.88,0,Omaha,1,74.0,2,176.0,1.0,1794.65,2024-11-04 08:06:26
314.52,1,Memphis,0,80.0,2,229.0,1.0,7071.32,2024-11-04 08:06:44
181.81,0,Austin,2,78.0,2,122.0,1.0,7525.73,2024-11-04 08:09:04
854.64,1,Fort Worth,1,56.0,2,118.0,1.0,2989.25,2024-11-04 08:08:54
261.19,1,Oklahoma City,0,64.0,2,52.0,1.0,7620.6,2024-11-04 08:09:48
220.68,0,Raleigh,2,71.0,2,217.0,1.0,5549.2,2024-11-04 08:07:05
11.86,1,Sacramento,1,31.0,1,129.0,1.0,6782.61,2024-11-04 08:08:52
122.65,1,Columbus,2,28.0,3,41.0,1.0,1968.51,2024-11-04 08:06:57
395.16,1,Milwaukee,2,56.0,2,17.0,1.0,5340.73,2024-11-04 08:11:15
704.69,1,Las Vegas,2,51.0,2,150.0,1.0,3267.84,2024-11-04 08:10:51
369.89,1,San Antonio,0,69.0,2,69.0,1.0,6941.47,2024-11-04 08:11:27
10.92,1,Jacksonville,0,67.0,2,268.0,1.0,7567.2,2024-11-04 08:08:28
199.14,1,Seattle,1,31.0,1,36.0,1.0,7001.25,2024-11-04 08:10:52
620.54,0,Omaha,1,28.0,3,98.0,1.0,213.36,2024-11-04 08:07:26
757.79,1,Charlotte,2,22.0,3,117.0,1.0,1443.02,2024-11-04 08:08:27
122.81,1,San Jose,1,52.0,0,12.0,1.0,8450.84,2024-11-04 08:09:37
96.25,1,Houston,2,61.0,2,171.0,1.0,7996.7,2024-11-04 08:06:36
1431.33,1,Charlotte,0,30.0,0,49.0,1.0,5567.98,2024-11-04 08:09:18
142.55,1,Kansas City,2,67.0,0,97.0,1.0,1262.68,2024-11-04 08:07:26
35.94,0,Fresno,1,23.0,3,141.0,1.0,1697.28,2024-11-04 08:09:24
24.86,1,Jacksonville,1,58.0,1,292.0,1.0,2591.65,2024-11-04 08:12:04
103.08,1,San Francisco,2,60.0,0,109.0,1.0,12002.16,2024-11-04 08:10:18
116.27,1,Portland,2,57.0,1,94.0,1.0,8726.92,2024-11-04 08:11:49
363.84,1,Columbus,2,73.0,2,118.0,3.0,5415.64,2024-11-04 08:09:37
50.9,0,Jacksonville,2,28.0,3,150.0,1.0,1277.7,2024-11-04 08:06:36
206.84,1,Philadelphia,1,20.0,3,154.0,1.0,454.66,2024-11-04 08:10:50
199.37,1,Chicago,2,24.0,3,79.0,1.0,1331.3,2024-11-04 08:08:44
1360.01,0,Phoenix,1,67.0,2,218.0,1.0,6601.5,2024-11-04 08:11:58
18.23,1,Nashville,0,56.0,1,28.0,1.0,8422.2,2024-11-04 08:11:20
398.7,1,Albuquerque,0,47.0,0,276.0,1.0,7987.74,2024-11-04 08:09:04
378.2,1,Mesa,1,40.0,1,167.0,1.0,7372.81,2024-11-04 08:11:02
124.74,1,Los Angeles,0,49.0,1,33.0,1.0,2987.97,2024-11-04 08:08:17
17.1,1,Albuquerque,0,53.0,2,101.0,1.0,1619.54,2024-11-04 08:11:05
287.05,1,Milwaukee,0,22.0,3,212.0,1.0,1204.65,2024-11-04 08:10:59
874.72,1,San Francisco,2,28.0,1,173.0,1.0,4630.58,2024-11-04 08:08:17
1762.28,1,Memphis,0,24.0,3,150.0,1.0,1380.34,2024-11-04 08:10:42
40.12,0,Dallas,0,36.0,0,269.0,1.0,14304.38,2024-11-04 08:10:40
125.0,0,Indianapolis,2,49.0,1,177.0,1.0,3215.76,2024-11-04 08:11:36
348.44,1,Baltimore,2,24.0,3,147.0,1.0,1022.94,2024-11-04 08:09:55
128.4,1,Tucson,0,69.0,2,31.0,1.0,2610.64,2024-11-04 08:11:44
320.93,1,Atlanta,2,55.0,1,178.0,1.0,9451.66,2024-11-04 08:10:27
1.41,1,Sacramento,0,53.0,2,278.0,1.0,1244.17,2024-11-04 08:12:04
50.52,1,Los Angeles,1,54.0,0,293.0,1.0,12815.24,2024-11-04 08:06:58
383.95,0,San Diego,2,31.0,1,143.0,1.0,9933.56,2024-11-04 08:07:55
12.94,1,Fresno,1,23.0,3,158.0,1.0,921.23,2024-11-04 08:10:32
329.75,1,Sacramento,2,56.0,2,211.0,1.0,6009.43,2024-11-04 08:09:57
981.76,1,Milwaukee,2,45.0,0,234.0,1.0,602.36,2024-11-04 08:06:45
99.25,0,Phoenix,2,63.0,2,93.0,1.0,2570.34,2024-11-04 08:07:33
150.6,1,Miami,0,69.0,2,59.0,1.0,3240.14,2024-11-04 08:07:30
29.5,1,San Antonio,2,73.0,2,129.0,1.0,1229.32,2024-11-04 08:09:30
54.34,1,Albuquerque,0,65.0,0,46.0,1.0,8019.89,2024-11-04 08:11:47
18.25,1,Kansas City,0,53.0,0,18.0,1.0,14328.29,2024-11-04 08:08:43
633.87,1,Kansas City,2,27.0,3,175.0,1.0,330.16,2024-11-04 08:09:58
81.15,1,Miami,0,19.0,3,114.0,1.0,1595.26,2024-11-04 08:09:07
83.95,1,New York,2,75.0,2,170.0,1.0,7413.18,2024-11-04 08:06:37
410.4,0,Virginia Beach,0,61.0,2,78.0,1.0,2563.91,2024-11-04 08:09:34
172.68,1,Baltimore,0,33.0,0,17.0,1.0,10724.95,2024-11-04 08:07:49
139.88,1,Colorado Springs,0,34.0,1,162.0,1.0,2969.71,2024-11-04 08:07:25
165.55,1,Dallas,1,28.0,3,115.0,1.0,761.78,2024-11-04 08:08:55
53.79,0,Philadelphia,0,54.0,1,137.0,3.0,6229.36,2024-11-04 08:07:47
285.69,1,Miami,0,63.0,2,35.0,1.0,2552.54,2024-11-04 08:07:59
532.4,1,Jacksonville,0,22.0,3,149.0,1.0,1033.73,2024-11-04 08:09:47
293.85,1,Charlotte,2,25.0,3,144.0,1.0,1919.97,2024-11-04 08:09:31
27.94,1,Atlanta,1,79.0,2,120.0,1.0,1893.44,2024-11-04 08:08:30
270.36,1,Oklahoma City,0,25.0,3,37.0,1.0,1783.04,2024-11-04 08:07:51
112.66,1,Philadelphia,2,29.0,1,176.0,3.0,852.98,2024-11-04 08:07:58
506.03,1,Detroit,1,21.0,3,21.0,1.0,1123.89,2024-11-04 08:09:26
206.95,1,Seattle,1,22.0,3,31.0,1.0,1817.65,2024-11-04 08:07:36
350.96,1,Tucson,0,63.0,2,167.0,1.0,5463.94,2024-11-04 08:08:03
261.63,1,Chicago,1,20.0,3,150.0,1.0,477.03,2024-11-04 08:09:33
46.12,1,Fresno,1,59.0,0,30.0,1.0,8874.01,2024-11-04 08:08:32
27.25,0,Kansas City,1,63.0,2,92.0,1.0,5365.2,2024-11-04 08:09:28
1353.93,1,El Paso,1,26.0,1,171.0,1.0,7858.41,2024-11-04 08:08:50
331.66,1,Las Vegas,0,76.0,2,145.0,1.0,7216.3,2024-11-04 08:08:23
667.95,0,Oklahoma City,0,62.0,0,253.0,1.0,13558.56,2024-11-04 08:08:19
556.04,1,Denver,0,72.0,2,27.0,1.0,5200.04,2024-11-04 08:07:38
88.06,0,Raleigh,2,18.0,3,288.0,1.0,1779.85,2024-11-04 08:09:03
67.25,1,Miami,2,19.0,3,157.0,1.0,467.4,2024-11-04 08:11:37
93.63,1,New York,0,29.0,1,141.0,1.0,9873.62,2024-11-04 08:09:57
41.13,0,Philadelphia,1,77.0,2,58.0,1.0,6067.54,2024-11-04 08:10:03
192.02,0,Indianapolis,2,79.0,2,154.0,1.0,5169.07,2024-11-04 08:09:02
291.27,1,Detroit,1,77.0,2,121.0,1.0,6878.86,2024-11-04 08:10:16
341.84,0,El Paso,1,27.0,3,89.0,1.0,1400.04,2024-11-04 08:07:42
98.41,1,Sacramento,2,27.0,3,48.0,1.0,912.71,2024-11-04 08:08:45
109.28,1,San Diego,2,36.0,1,112.0,4.0,6338.35,2024-11-04 08:07:21
27.51,0,Columbus,2,40.0,0,103.0,1.0,13645.63,2024-11-04 08:06:27
25.77,0,San Diego,2,45.0,0,277.0,1.0,11749.77,2024-11-04 08:10:33
127.57,1,Nashville,0,52.0,2,75.0,1.0,6118.2,2024-11-04 08:10:45
392.05,1,Denver,0,60.0,1,172.0,1.0,4383.69,2024-11-04 08:06:25
521.01,0,Seattle,1,41.0,1,73.0,1.0,4004.55,2024-11-04 08:07:07
849.76,1,Seattle,0,25.0,3,269.0,1.0,373.88,2024-11-04 08:07:50
172.5,1,Columbus,2,68.0,0,31.0,1.0,6851.16,2024-11-04 08:11:14
152.34,1,Omaha,1,55.0,0,115.0,1.0,6853.51,2024-11-04 08:08:11
21.13,1,Dallas,1,28.0,3,153.0,1.0,948.7,2024-11-04 08:10:17
111.55,1,Denver,0,46.0,0,101.0,1.0,12221.17,2024-11-04 08:08:09
321.82,0,Raleigh,1,32.0,1,43.0,1.0,6500.5,2024-11-04 08:08:22
1294.81,0,Washington,1,45.0,1,279.0,1.0,9927.75,2024-11-04 08:11:44
148.77,1,San Jose,1,67.0,2,175.0,1.0,2138.42,2024-11-04 08:11:51
566.33,0,Charlotte,0,24.0,3,66.0,1.0,379.82,2024-11-04 08:07:18
180.94,1,Raleigh,1,75.0,2,57.0,1.0,7659.99,2024-11-04 08:10:34
77.9,1,Washington,1,21.0,3,128.0,1.0,664.72,2024-11-04 08:08:41
318.92,0,Washington,1,21.0,3,60.0,1.0,1167.25,2024-11-04 08:09:03
100.68,1,Memphis,2,63.0,2,139.0,1.0,1123.75,2024-11-04 08:12:10
589.64,1,Charlotte,2,62.0,2,210.0,1.0,2039.4,2024-11-04 08:11:53
225.93,0,Omaha,1,25.0,3,199.0,1.0,1864.27,2024-11-04 08:08:39
651.55,1,Phoenix,2,72.0,2,82.0,1.0,2325.78,2024-11-04 08:09:47
80.97,1,Seattle,2,38.0,0,157.0,1.0,5926.31,2024-11-04 08:09:06
191.89,1,San Antonio,1,25.0,3,14.0,1.0,399.57,2024-11-04 08:09:55
304.75,0,Austin,1,78.0,2,125.0,1.0,1916.34,2024-11-04 08:07:01
201.53,1,Tucson,2,68.0,2,287.0,1.0,2732.86,2024-11-04 08:12:21
8.45,1,Philadelphia,0,22.0,3,141.0,1.0,1115.3,2024-11-04 08:07:47
743.24,0,Indianapolis,2,19.0,3,109.0,1.0,1024.19,2024-11-04 08:08:46
16.27,1,Atlanta,0,57.0,0,44.0,1.0,10971.32,2024-11-04 08:09:04
290.86,1,Louisville,2,45.0,0,36.0,1.0,14631.88,2024-11-04 08:10:45
555.71,0,Boston,1,22.0,3,73.0,1.0,830.37,2024-11-04 08:08:24
73.01,0,Milwaukee,2,25.0,3,62.0,1.0,1997.33,2024-11-04 08:10:12
346.12,1,San Francisco,1,44.0,0,12.0,1.0,13084.27,2024-11-04 08:11:00
1.93,1,Chicago,1,47.0,0,175.0,5.0,5684.09,2024-11-04 08:08:33
238.54,1,Indianapolis,0,19.0,3,12.0,4.0,868.91,2024-11-04 08:07:18
7.56,1,Milwaukee,0,40.0,0,145.0,1.0,8528.72,2024-11-04 08:07:19
540.4,1,Houston,1,45.0,0,272.0,1.0,425.77,2024-11-04 08:06:52
264.14,1,Baltimore,0,64.0,0,125.0,1.0,8459.26,2024-11-04 08:07:21
248.15,1,Milwaukee,0,75.0,2,202.0,1.0,2649.23,2024-11-04 08:08:53
24.34,1,Raleigh,1,54.0,1,110.0,1.0,6659.12,2024-11-04 08:09:23
428.61,1,Fort Worth,0,66.0,0,62.0,1.0,11937.04,2024-11-04 08:09:42
117.66,0,Memphis,1,39.0,0,126.0,1.0,6794.17,2024-11-04 08:07:55
165.8,1,Nashville,2,60.0,1,287.0,1.0,2064.76,2024-11-04 08:07:57
289.18,1,Baltimore,0,65.0,2,64.0,1.0,3139.75,2024-11-04 08:11:11
125.39,1,Los Angeles,0,21.0,3,140.0,1.0,202.69,2024-11-04 08:06:49
506.9,0,Houston,1,64.0,0,56.0,1.0,11471.87,2024-11-04 08:10:09
504.12,0,Baltimore,1,25.0,3,101.0,1.0,1107.28,2024-11-04 08:10:41
42.09,1,Denver,1,29.0,1,118.0,1.0,5526.28,2024-11-04 08:06:50
607.28,1,Baltimore,0,32.0,0,84.0,1.0,9679.68,2024-11-04 08:10:16
91.9,1,Chicago,2,77.0,2,125.0,1.0,1033.94,2024-11-04 08:10:48
303.43,1,Virginia Beach,1,22.0,3,30.0,1.0,1833.24,2024-11-04 08:08:11
668.78,1,Mesa,0,20.0,3,141.0,1.0,983.68,2024-11-04 08:09:12
270.54,0,Sacramento,0,20.0,3,139.0,1.0,269.78,2024-11-04 08:09:42
247.93,1,Indianapolis,1,37.0,1,79.0,1.0,9801.48,2024-11-04 08:09:24
34.67,1,Chicago,2,19.0,3,71.0,1.0,888.6,2024-11-04 08:11:38
326.03,0,New York,2,18.0,3,137.0,1.0,290.24,2024-11-04 08:11:46
1086.6,1,San Diego,2,19.0,3,38.0,1.0,1605.67,2024-11-04 08:10:48
373.99,1,Sacramento,0,60.0,0,140.0,1.0,8590.5,2024-11-04 08:07:10
819.48,1,Virginia Beach,0,25.0,3,26.0,1.0,1804.5,2024-11-04 08:08:37
14.0,1,San Antonio,0,49.0,1,173.0,1.0,7975.18,2024-11-04 08:09:26
57.16,1,Columbus,0,40.0,1,74.0,1.0,222.22,2024-11-04 08:08:46
282.26,1,Memphis,2,37.0,1,278.0,1.0,6857.2,2024-11-04 08:08:20
473.2,1,Houston,2,34.0,0,173.0,1.0,248.52,2024-11-04 08:10:30
192.97,1,Sacramento,0,59.0,2,140.0,1.0,3019.04,2024-11-04 08:06:34
168.99,1,Baltimore,0,18.0,3,203.0,1.0,1523.57,2024-11-04 08:10:01
1.82,1,San Francisco,2,80.0,2,60.0,1.0,5571.39,2024-11-04 08:09:18
40.9,1,Charlotte,0,55.0,0,37.0,1.0,1514.34,2024-11-04 08:11:02
78.91,1,Sacramento,2,61.0,0,157.0,1.0,1817.43,2024-11-04 08:10:43
169.97,0,San Diego,0,22.0,3,12.0,1.0,6269.12,2024-11-04 08:09:12
17.79,1,Jacksonville,1,61.0,2,162.0,5.0,2281.9,2024-11-04 08:11:03
486.61,0,Sacramento,0,48.0,1,130.0,1.0,2006.69,2024-11-04 08:06:34
148.13,1,Phoenix,1,58.0,2,56.0,1.0,2189.38,2024-11-04 08:07:00
164.52,1,Dallas,0,61.0,0,162.0,1.0,11036.74,2024-11-04 08:11:17
268.7,1,Milwaukee,0,53.0,2,63.0,1.0,2104.74,2024-11-04 08:06:40
637.34,1,Indianapolis,0,51.0,2,278.0,1.0,5183.5,2024-11-04 08:09:55
216.76,0,Omaha,2,47.0,1,138.0,1.0,643.64,2024-11-04 08:09:35
418.02,1,Los Angeles,0,46.0,0,110.0,1.0,11011.86,2024-11-04 08:06:33
292.03,0,Memphis,0,46.0,1,154.0,1.0,951.33,2024-11-04 08:07:11
251.4,1,Tucson,0,57.0,2,178.0,1.0,2561.67,2024-11-04 08:11:03
184.56,1,Virginia Beach,2,21.0,3,93.0,1.0,1549.27,2024-11-04 08:06:41
33.76,1,Seattle,2,26.0,1,227.0,1.0,3253.51,2024-11-04 08:08:48
1612.37,1,Los Angeles,0,65.0,2,173.0,1.0,3910.59,2024-11-04 08:08:21
138.68,0,Colorado Springs,1,22.0,3,44.0,1.0,206.2,2024-11-04 08:08:39
42.56,1,Fresno,2,18.0,3,146.0,1.0,4361.44,2024-11-04 08:07:12
